id,target
267,0.04680
268,0.13850
270,0.03208
272,0.08390
273,0.06129
274,0.13569
275,0.02133
276,0.03836
277,0.02779
278,0.07437
279,0.11081
281,0.10163
282,0.01335
283,0.04211
287,0.02227
288,0.04782
289,0.02630
290,0.02838
291,0.01631
292,0.04833
293,0.04624
294,0.04018
295,0.15450
296,0.08735
297,0.04367
298,0.17008
299,0.02648
300,0.03966
303,0.01560
304,0.15179
308,0.00982
314,0.02307
315,0.05485
317,0.02005
318,0.05613
320,0.02451
322,0.02539
323,0.05392
327,0.04073
329,0.03919
331,0.00518
332,0.01608
333,0.02277
334,0.05322
335,0.04103
336,0.05043
337,0.16484
341,0.02173
343,0.02296
345,0.01615
347,0.03523
348,0.05019
349,0.09046
352,0.03324
353,0.03945
354,0.05644
355,0.01918
356,0.01349
357,0.09183
358,0.03562
359,0.06265
361,0.06698
362,0.00533
365,0.02269
366,0.03738
368,0.04597
369,0.02901
371,0.00960
373,0.16941
376,0.09945
377,0.02477
379,0.00938
381,0.03679
382,0.03966
383,0.16921
384,0.07065
385,0.07697
386,0.03582
387,0.19203
388,0.05237
390,0.04114
391,0.01643
392,0.11981
393,0.16191
394,0.04727
396,0.07543
400,0.05660
402,0.08624
403,0.03302
405,0.13682
407,0.08238
409,0.02262
411,0.01895
412,0.00970
414,0.09777
415,0.23435
416,0.02052
418,0.04931
419,0.12668
421,0.01338
422,0.01565
423,0.05637
424,0.04607
426,0.01510
427,0.03972
428,0.15551
436,0.04282
438,0.11701
442,0.10846
443,0.08704
445,0.01531
446,0.09851
447,0.06840
450,0.00454
452,0.10339
453,0.04869
455,0.09245
458,0.11036
459,0.01027
461,0.06116
463,0.08954
467,0.07078
470,0.17018
471,0.08580
472,0.03901
476,0.02781
477,0.00850
481,0.04677
482,0.05932
483,0.06840
485,0.12848
487,0.00981
488,0.01855
490,0.01280
492,0.02663
494,0.00505
497,0.01397
499,0.01653
500,0.03109
501,0.09280
503,0.00544
505,0.08493
506,0.01877
507,0.10184
509,0.10237
510,0.09708
511,0.04642
512,0.03840
514,0.00350
515,0.01370
516,0.01236
517,0.01627
519,0.10772
520,0.02424
521,0.01650
522,0.03713
523,0.09034
527,0.00890
530,0.00952
532,0.02330
534,0.10786
536,0.08425
539,0.01673
543,0.00980
547,0.03559
550,0.05188
551,0.24436
552,0.02293
553,0.05070
555,0.03218
556,0.09223
557,0.03600
558,0.01512
559,0.03100
560,0.01796
561,0.01659
565,0.01897
566,0.03567
567,0.25089
571,0.13514
572,0.02461
574,0.13705
575,0.02500
576,0.06405
577,0.07540
578,0.15759
579,0.01971
581,0.10281
587,0.01985
589,0.05519
590,0.03856
591,0.03352
592,0.01808
593,0.08682
594,0.04715
595,0.09769
596,0.07230
597,0.06799
598,0.07551
600,0.01763
602,0.08802
605,0.00813
606,0.05598
607,0.00424
612,0.02217
613,0.03649
614,0.06018
615,0.01713
616,0.02718
617,0.00866
618,0.03711
620,0.04514
621,0.00472
622,0.09126
623,0.01884
628,0.04148
631,0.05767
632,0.07324
633,0.00816
634,0.01348
635,0.03735
637,0.03781
638,0.05649
640,0.00812
643,0.06477
644,0.01605
645,0.25183
646,0.26614
649,0.00286
651,0.00287
653,0.06298
654,0.02757
655,0.07837
656,0.12710
658,0.03779
659,0.00319
661,0.01426
662,0.03519
663,0.00761
664,0.05833
665,0.04318
667,0.03527
668,0.02186
671,0.06194
673,0.01703
674,0.06903
675,0.04391
676,0.01168
677,0.01205
678,0.00689
679,0.05076
680,0.07065
681,0.06705
682,0.01120
683,0.01105
684,0.00982
686,0.00628
687,0.04018
688,0.13450
690,0.04853
691,0.00894
692,0.19182
693,0.05802
694,0.11508
695,0.03036
696,0.03426
698,0.00324
699,0.06784
702,0.07473
703,0.03064
705,0.06497
706,0.09924
707,0.01168
708,0.18083
709,0.01119
710,0.19966
713,0.04190
714,0.00247
715,0.02522
716,0.01309
717,0.09697
718,0.01327
719,0.01899
720,0.00316
721,0.16358
723,0.10724
724,0.00934
726,0.05662
728,0.01112
730,0.15312
732,0.03170
734,0.09344
735,0.07945
737,0.12776
738,0.05932
741,0.05548
742,0.07914
743,0.11487
746,0.05422
747,0.01104
749,0.01490
750,0.06104
752,0.02025
755,0.05494
757,0.02202
758,0.09527
759,0.03631
765,0.08603
766,0.03514
767,0.02006
768,0.09295
769,0.05856
770,0.05908
771,0.02071
772,0.03462
773,0.05579
775,0.03687
776,0.03392
778,0.08960
779,0.15728
780,0.02791
782,0.05958
783,0.00772
784,0.14034
785,0.01658
786,0.00541
788,0.04646
789,0.07387
792,0.10421
793,0.02899
794,0.01910
797,0.10979
798,0.02523
799,0.07273
800,0.01831
801,0.02998
802,0.01157
805,0.01692
807,0.01853
808,0.00757
811,0.04416
813,0.10447
814,0.06150
815,0.10360
816,0.01112
817,0.01349
819,0.05351
821,0.02801
823,0.07666
825,0.11781
826,0.04034
827,0.01731
828,0.01462
830,0.06404
831,0.01891
833,0.01131
834,0.17739
835,0.03629
836,0.02725
837,0.06134
838,0.01531
840,0.08869
842,0.00623
844,0.03046
845,0.08538
847,0.05689
848,0.09845
850,0.01699
851,0.00652
852,0.07316
853,0.09934
855,0.01682
856,0.03560
857,0.01180
859,0.18166
860,0.09503
862,0.09229
863,0.22412
864,0.07720
867,0.04401
868,0.01700
869,0.04837
871,0.07029
873,0.02183
875,0.03598
876,0.05409
877,0.10711
879,0.27664
880,0.09595
883,0.01321
884,0.05380
885,0.14606
886,0.08808
887,0.02086
888,0.02949
891,0.09376
893,0.05157
895,0.12200
897,0.07065
898,0.07347
901,0.00959
902,0.02728
904,0.05181
905,0.02255
907,0.03039
908,0.00411
909,0.06799
910,0.08616
911,0.02267
913,0.04686
914,0.03186
915,0.03001
916,0.01835
917,0.02611
919,0.08279
920,0.07574
923,0.01327
924,0.23498
925,0.04203
926,0.07221
928,0.06672
929,0.05668
932,0.23462
935,0.01176
936,0.04431
937,0.06564
938,0.08836
939,0.13674
940,0.00744
941,0.02770
944,0.04529
945,0.03214
946,0.17784
947,0.06723
949,0.06767
950,0.08762
952,0.03100
953,0.00749
955,0.03327
956,0.01355
957,0.06986
960,0.02454
961,0.00819
962,0.04187
963,0.00882
964,0.01029
967,0.02335
975,0.01914
976,0.02813
977,0.05520
978,0.02437
980,0.06990
985,0.08187
986,0.14122
987,0.01945
989,0.03282
992,0.02618
994,0.03327
995,0.08451
996,0.01370
997,0.02561
998,0.04606
999,0.00697
1000,0.00915
1004,0.04035
1005,0.09347
1006,0.02754
1007,0.08180
1010,0.02744
1011,0.10460
1012,0.03160
1013,0.23894
1014,0.09604
1016,0.12550
1018,0.02080
1019,0.01625
1020,0.06558
1022,0.07509
1023,0.05292
1024,0.24381
1025,0.03174
1029,0.00865
1031,0.02824
1032,0.02782
1033,0.11410
1034,0.00424
1035,0.22010
1036,0.04885
1037,0.04748
1038,0.05784
1039,0.04187
1041,0.03662
1043,0.04338
1049,0.02492
1050,0.02373
1051,0.12048
1052,0.12052
1053,0.05920
1054,0.15405
1056,0.04009
1057,0.10109
1060,0.06648
1061,0.01151
1062,0.00535
1063,0.01585
1064,0.01002
1065,0.00276
1066,0.01506
1068,0.05009
1073,0.12214
1075,0.01111
1079,0.03293
1081,0.10647
1083,0.03485
1085,0.03792
1086,0.07587
1087,0.02905
1088,0.11753
1089,0.04626
1090,0.04181
1091,0.12210
1092,0.01195
1095,0.15351
1098,0.00463
1099,0.05064
1100,0.10464
1101,0.07358
1103,0.05542
1104,0.00624
1106,0.04969
1107,0.12446
1108,0.07182
1109,0.01921
1113,0.06805
1114,0.07710
1116,0.07446
1117,0.02694
1118,0.04929
1119,0.05340
1120,0.04672
1121,0.03036
1122,0.10379
1123,0.15417
1125,0.12075
1126,0.03407
1127,0.04358
1128,0.02199
1129,0.02076
1130,0.04543
1132,0.04535
1133,0.05090
1136,0.06317
1137,0.03930
1140,0.05516
1142,0.13288
1144,0.02159
1145,0.04209
1146,0.13825
1148,0.01070
1150,0.01652
1151,0.07730
1153,0.02752
1154,0.08051
1155,0.15329
1156,0.00703
1157,0.01885
1158,0.05741
1160,0.04905
1161,0.09453
1167,0.03668
1168,0.01900
1170,0.05353
1171,0.03134
1173,0.05714
1174,0.01368
1175,0.06365
1176,0.10131
1177,0.12259
1178,0.05406
1179,0.07248
1180,0.17522
1181,0.04159
1182,0.08068
1183,0.02593
1185,0.05977
1188,0.04999
1189,0.02223
1190,0.03570
1191,0.04192
1192,0.03827
1194,0.00848
1197,0.01910
1198,0.10643
1199,0.02307
1200,0.05609
1203,0.16157
1204,0.03922
1207,0.06954
1208,0.27086
1209,0.07702
1210,0.08921
1211,0.01191
1213,0.20577
1214,0.12952
1215,0.02119
1216,0.06036
1217,0.01851
1218,0.05335
1219,0.09451
1223,0.00940
1225,0.14307
1226,0.01242
1228,0.07769
1229,0.03254
1231,0.11943
1232,0.00969
1233,0.04491
1235,0.01205
1238,0.02887
1239,0.13013
1240,0.07225
1241,0.08010
1242,0.00735
1243,0.05828
1244,0.02727
1246,0.00537
1249,0.01686
1250,0.03037
1252,0.00513
1254,0.05046
1255,0.07529
1256,0.06722
1257,0.07210
1258,0.02773
1259,0.03626
1260,0.10106
1262,0.15877
1263,0.03464
1264,0.03758
1265,0.00554
1266,0.01334
1269,0.01800
1270,0.04295
1271,0.01414
1272,0.00180
1273,0.04714
1274,0.23831
1277,0.05593
1278,0.10956
1281,0.08946
1282,0.01724
1283,0.00501
1284,0.01260
1285,0.12069
1286,0.05268
1289,0.06423
1291,0.02169
1292,0.01381
1293,0.07014
1294,0.01373
1295,0.00656
1297,0.04653
1298,0.02453
1301,0.05494
1304,0.07069
1305,0.00784
1307,0.07036
1308,0.04678
1309,0.01430
1313,0.05077
1314,0.05571
1316,0.04022
1317,0.03985
1318,0.14637
1320,0.01964
1321,0.09844
1322,0.20580
1323,0.06317
1325,0.04037
1330,0.02133
1331,0.02609
1334,0.00431
1337,0.06220
1339,0.06110
1340,0.03289
1341,0.09672
1343,0.00143
1344,0.03644
1347,0.06558
1348,0.02374
1350,0.12222
1351,0.00649
1355,0.02905
1356,0.10325
1357,0.02314
1358,0.08487
1360,0.03922
1363,0.11505
1364,0.04191
1366,0.01394
1367,0.00831
1368,0.31360
1369,0.05978
1370,0.17992
1375,0.08218
1376,0.02860
1378,0.02992
1379,0.04379
1380,0.06295
1384,0.08119
1385,0.04579
1386,0.06386
1388,0.06247
1389,0.00946
1391,0.01018
1392,0.01018
1393,0.00583
1395,0.15234
1396,0.04298
1399,0.09376
1400,0.05535
1401,0.05744
1404,0.02835
1405,0.12364
1406,0.00630
1407,0.08583
1409,0.22952
1411,0.13617
1414,0.02457
1415,0.22439
1416,0.02250
1418,0.02248
1419,0.07076
1420,0.03022
1422,0.05900
1424,0.00619
1426,0.00853
1427,0.06566
1428,0.07823
1429,0.03868
1431,0.04198
1432,0.03398
1434,0.07178
1435,0.12741
1439,0.11005
1440,0.00435
1441,0.09962
1442,0.01874
1446,0.02215
1447,0.04532
1451,0.04339
1452,0.07132
1454,0.01334
1457,0.03721
1458,0.00708
1459,0.13399
1461,0.01626
1462,0.07900
1465,0.06268
1468,0.02060
1470,0.01136
1471,0.03168
1472,0.25646
1476,0.02828
1482,0.01290
1485,0.05394
1486,0.03835
1487,0.02231
1489,0.11395
1492,0.00996
1494,0.02034
1495,0.09047
1497,0.08228
1499,0.00494
1500,0.01592
1501,0.01568
1505,0.10337
1507,0.09196
1509,0.13130
1511,0.00114
1513,0.16665
1514,0.04251
1515,0.03385
1517,0.01399
1520,0.00483
1522,0.02063
1523,0.06035
1524,0.06846
1526,0.17974
1527,0.05741
1528,0.00258
1531,0.07491
1533,0.04571
1534,0.01404
1535,0.14987
1538,0.04874
1541,0.00368
1542,0.03900
1543,0.01256
1546,0.07205
1548,0.09761
1549,0.02282
1550,0.04595
1551,0.02156
1553,0.00710
1558,0.04722
1560,0.00826
1561,0.04981
1562,0.03954
1565,0.01600
1566,0.03687
1567,0.12449
1568,0.06933
1569,0.00458
1570,0.04837
1573,0.05978
1576,0.01698
1577,0.02701
1579,0.10140
1580,0.00693
1581,0.00663
1584,0.09584
1586,0.08652
1587,0.03874
1590,0.19088
1591,0.00713
1594,0.05063
1595,0.02284
1596,0.08107
1601,0.02704
1605,0.02466
1607,0.02517
1608,0.02584
1610,0.04250
1611,0.01136
1612,0.02961
1616,0.10082
1617,0.02655
1618,0.04046
1620,0.08975
1621,0.07074
1623,0.03703
1624,0.02465
1625,0.04026
1626,0.07356
1628,0.04410
1630,0.13155
1632,0.01819
1633,0.05709
1635,0.01026
1637,0.07897
1638,0.17396
1639,0.02851
1640,0.16782
1643,0.01069
1644,0.04749
1645,0.01452
1647,0.05683
1649,0.03916
1651,0.01703
1652,0.02804
1654,0.07191
1655,0.16355
1656,0.13225
1658,0.02519
1660,0.07614
1661,0.01433
1662,0.05042
1663,0.08468
1664,0.18429
1665,0.04057
1668,0.12922
1669,0.01102
1673,0.07690
1674,0.00773
1675,0.12765
1676,0.04201
1677,0.02037
1679,0.03017
1682,0.14670
1683,0.00748
1685,0.01328
1687,0.03561
1689,0.05208
1690,0.01969
1694,0.02989
1696,0.06430
1697,0.06079
1699,0.04167
1700,0.19831
1701,0.09187
1702,0.03548
1704,0.01611
1705,0.11405
1708,0.05226
1710,0.05501
1712,0.03322
1719,0.01191
1720,0.12858
1722,0.01849
1723,0.01734
1724,0.05875
1725,0.01110
1726,0.01333
1727,0.08657
1728,0.01939
1732,0.08792
1733,0.03829
1734,0.11259
1735,0.18899
1739,0.05412
1740,0.12255
1741,0.01516
1742,0.03750
1743,0.08147
1744,0.02192
1746,0.01031
1750,0.01173
1753,0.02484
1755,0.11854
1758,0.02219
1760,0.02962
1763,0.06110
1765,0.07726
1766,0.05485
1769,0.25588
1771,0.00780
1772,0.10758
1775,0.04713
1776,0.02047
1778,0.09639
1780,0.01920
1781,0.09218
1783,0.03703
1785,0.02512
1788,0.13534
1791,0.02276
1793,0.01340
1794,0.02789
1796,0.13982
1797,0.03908
1798,0.02285
1800,0.01639
1803,0.15469
1804,0.02867
1810,0.16412
1812,0.02337
1813,0.14439
1816,0.02053
1817,0.02213
1818,0.02670
1819,0.03254
1820,0.07479
1821,0.03583
1822,0.06043
1823,0.07857
1826,0.08316
1827,0.03952
1828,0.05660
1829,0.05310
1830,0.11261
1831,0.02478
1834,0.01702
1836,0.06664
1839,0.02026
1841,0.02034
1846,0.06385
1847,0.04498
1850,0.05520
1852,0.02934
1853,0.07221
1854,0.05149
1855,0.02289
1857,0.17375
1858,0.00745
1860,0.00151
1863,0.03037
1866,0.02581
1868,0.36444
1869,0.11747
1870,0.12801
1874,0.08843
1875,0.02134
1877,0.17190
1878,0.04947
1879,0.06889
1881,0.03692
1882,0.06533
1885,0.03409
1886,0.21402
1887,0.06358
1888,0.05905
1889,0.05108
1890,0.00501
1891,0.04774
1892,0.02672
1894,0.01014
1895,0.15041
1896,0.07003
1897,0.14726
1898,0.11056
1901,0.01099
1904,0.12216
1905,0.05878
1906,0.05865
1907,0.04131
1908,0.02573
1910,0.05384
1911,0.05813
1914,0.09060
1916,0.02590
1919,0.02413
1920,0.19996
1921,0.02759
1922,0.02289
1923,0.04771
1924,0.01107
1926,0.00193
1928,0.01432
1929,0.05705
1931,0.05318
1932,0.03069
1933,0.13169
1934,0.02099
1935,0.01668
1936,0.03886
1937,0.01781
1939,0.03249
1940,0.00437
1942,0.01411
1944,0.09331
1945,0.03123
1946,0.04242
1947,0.03448
1948,0.05984
1954,0.00263
1955,0.11553
1956,0.00815
1958,0.03491
1961,0.07577
1963,0.05567
1967,0.00751
1968,0.01241
1970,0.07340
1971,0.02619
1973,0.00475
1979,0.08339
1980,0.03223
1982,0.07679
1984,0.06850
1986,0.00508
1987,0.15690
1989,0.01918
1990,0.04247
1991,0.06616
1993,0.06461
1994,0.04960
1995,0.02633
1996,0.03593
1999,0.01673
2001,0.04167
2002,0.01144
2005,0.01229
2006,0.02533
2008,0.01004
2009,0.07770
2011,0.00588
2012,0.03424
2013,0.06718
2015,0.07731
2017,0.01820
2019,0.00306
2020,0.11125
2022,0.02946
2023,0.01962
2024,0.11881
2026,0.17727
2027,0.01560
2028,0.03436
2029,0.08925
2030,0.02008
2032,0.04377
2033,0.00867
2035,0.11266
2036,0.00647
2037,0.04201
2038,0.02651
2039,0.08808
2040,0.00851
2041,0.00263
2042,0.05112
2043,0.01810
2044,0.26463
2046,0.07559
2047,0.02098
2048,0.00976
2049,0.05059
2050,0.01850
2054,0.13937
2061,0.06666
2063,0.05149
2064,0.18382
2065,0.03274
2067,0.01211
2068,0.01933
2069,0.13973
2070,0.02805
2072,0.02615
2073,0.05196
2075,0.01351
2076,0.09646
2077,0.01933
2078,0.05554
2079,0.03170
2081,0.01983
2082,0.07493
2085,0.01040
2086,0.14229
2087,0.07914
2088,0.12806
2089,0.00963
2091,0.00400
2092,0.02842
2093,0.00416
2094,0.08884
2095,0.04500
2096,0.12034
2097,0.02720
2099,0.01839
2100,0.04721
2103,0.09045
2104,0.04546
2105,0.00650
2106,0.00552
2107,0.07275
2110,0.12363
2113,0.01983
2114,0.02635
2115,0.06414
2118,0.05458
2119,0.00801
2120,0.00446
2121,0.06462
2123,0.14861
2124,0.01116
2128,0.02545
2129,0.10627
2131,0.01115
2132,0.06377
2133,0.00931
2134,0.04258
2137,0.00674
2140,0.01280
2141,0.05279
2142,0.02245
2146,0.03671
2148,0.03475
2149,0.00982
2151,0.03125
2152,0.06041
2153,0.04206
2154,0.03276
2155,0.10751
2158,0.03976
2159,0.04444
2160,0.05376
2161,0.06596
2164,0.18902
2166,0.04564
2167,0.00977
2170,0.02331
2171,0.01122
2172,0.14647
2173,0.03830
2175,0.09140
2177,0.14844
2178,0.04450
2179,0.10546
2180,0.05016
2182,0.01405
2183,0.01209
2184,0.07814
2186,0.16253
2187,0.06135
2188,0.02307
2189,0.05027
2191,0.02019
2192,0.01351
2194,0.03178
2196,0.00191
2197,0.02517
2198,0.02912
2199,0.01637
2200,0.19657
2201,0.00455
2202,0.06483
2205,0.04862
2206,0.04023
2207,0.08278
2208,0.12272
2212,0.06628
2215,0.09575
2216,0.04477
2217,0.08041
2218,0.03746
2220,0.02219
2221,0.06457
2223,0.11037
2225,0.05955
2226,0.07930
2231,0.00271
2232,0.22200
2233,0.02362
2234,0.03255
2235,0.03857
2236,0.04588
2237,0.00978
2239,0.10381
2240,0.02916
2242,0.05563
2247,0.05669
2248,0.07540
2250,0.00423
2251,0.04845
2255,0.01360
2257,0.00937
2258,0.03158
2259,0.00510
2260,0.14225
2261,0.03958
2263,0.05917
2265,0.13133
2266,0.06373
2267,0.02339
2268,0.06764
2269,0.19429
2270,0.05439
2271,0.01328
2272,0.00263
2273,0.21154
2275,0.07978
2276,0.02207
2277,0.00347
2278,0.04031
2279,0.03248
2282,0.05209
2285,0.09579
2286,0.01392
2289,0.03570
2294,0.01653
2296,0.00571
2297,0.01610
2299,0.02231
2300,0.03830
2301,0.07532
2302,0.02655
2305,0.12990
2306,0.01555
2307,0.26516
2308,0.13762
2310,0.05669
2312,0.02908
2316,0.04982
2317,0.06110
2319,0.08836
2320,0.02875
2322,0.00607
2323,0.01098
2324,0.04157
2326,0.11310
2327,0.05598
2328,0.06966
2329,0.02458
2331,0.09360
2335,0.03194
2338,0.01569
2339,0.02309
2340,0.02387
2341,0.08550
2342,0.05108
2345,0.01739
2349,0.18169
2350,0.02096
2351,0.03335
2353,0.29373
2354,0.06745
2355,0.02353
2356,0.04635
2357,0.02698
2359,0.03156
2360,0.03739
2361,0.03952
2362,0.03367
2364,0.03864
2366,0.05048
2368,0.03775
2369,0.01549
2370,0.01144
2372,0.12948
2376,0.03040
2381,0.05315
2383,0.12865
2384,0.11136
2385,0.06757
2386,0.08540
2388,0.02046
2390,0.05387
2392,0.03263
2394,0.02806
2395,0.01812
2396,0.05681
2397,0.08267
2399,0.13000
2401,0.02698
2402,0.03933
2403,0.01815
2405,0.08652
2406,0.07580
2407,0.14033
2408,0.01715
2410,0.15681
2412,0.08459
2415,0.01499
2417,0.18812
2418,0.09948
2420,0.02569
2421,0.15906
2425,0.03149
2426,0.04332
2427,0.00511
2428,0.01684
2429,0.00820
2434,0.01365
2435,0.02324
2436,0.08158
2437,0.11565
2438,0.13660
2439,0.11206
2441,0.02476
2443,0.02284
2444,0.14304
2445,0.04723
2446,0.05940
2449,0.01440
2452,0.04490
2453,0.03696
2454,0.03989
2455,0.10985
2456,0.12089
2457,0.01750
2460,0.10191
2461,0.06338
2463,0.02589
2465,0.04158
2466,0.22671
2468,0.12316
2469,0.03742
2471,0.04555
2472,0.23146
2473,0.01547
2474,0.00390
2475,0.01994
2476,0.08023
2477,0.00541
2478,0.07209
2480,0.01305
2483,0.04550
2484,0.08073
2486,0.04010
2488,0.02452
2489,0.06114
2490,0.02230
2495,0.22656
2496,0.07311
2497,0.03132
2498,0.02491
2503,0.07222
2505,0.21819
2506,0.04026
2507,0.03436
2508,0.17832
2509,0.22567
2514,0.01447
2515,0.02134
2521,0.11213
2522,0.27929
2523,0.10510
2524,0.07311
2526,0.03864
2527,0.04292
2529,0.01163
2530,0.01841
2531,0.04907
2532,0.00943
2534,0.02778
2535,0.01071
2536,0.02559
2537,0.00754
2539,0.04319
2542,0.02562
2545,0.02648
2546,0.00588
2548,0.02043
2549,0.08908
2550,0.13001
2552,0.03651
2554,0.01898
2555,0.18641
2558,0.06849
2560,0.01963
2563,0.15750
2564,0.14977
2565,0.10699
2571,0.02790
2574,0.00924
2575,0.16816
2576,0.00661
2577,0.03988
2578,0.03844
2579,0.12316
2581,0.01902
2582,0.02995
2583,0.01939
2585,0.00825
2586,0.01407
2587,0.04887
2591,0.02977
2592,0.11482
2594,0.19808
2595,0.01899
2597,0.04169
2598,0.13608
2599,0.06253
2600,0.02559
2602,0.02329
2603,0.00379
2605,0.02437
2606,0.02627
2607,0.11652
2608,0.10853
2609,0.09490
2610,0.01417
2611,0.08247
2613,0.04856
2615,0.03124
2616,0.02441
2621,0.03642
2623,0.11463
2624,0.00819
2625,0.11031
2626,0.01143
2627,0.04939
2628,0.03124
2629,0.10657
2630,0.18912
2631,0.12723
2633,0.00200
2634,0.03117
2635,0.00419
2636,0.00830
2638,0.00617
2639,0.00803
2640,0.06269
2642,0.04850
2643,0.09339
2646,0.12917
2647,0.16297
2648,0.00637
2649,0.03995
2650,0.02163
2652,0.06320
2654,0.12390
2658,0.17939
2659,0.01044
2660,0.01810
2661,0.04409
2662,0.04490
2663,0.09138
2665,0.06228
2666,0.01468
2667,0.19432
2668,0.01513
2671,0.03473
2673,0.03976
2674,0.03863
2675,0.00690
2676,0.02994
2677,0.00927
2678,0.12877
2681,0.01238
2683,0.01524
2685,0.02254
2687,0.00631
2690,0.01546
2692,0.03520
2693,0.00654
2694,0.01235
2695,0.06987
2696,0.01836
2697,0.01519
2698,0.02845
2699,0.08709
2701,0.14963
2702,0.08364
2703,0.00740
2705,0.01938
2711,0.04669
2715,0.01755
2720,0.27445
2721,0.03440
2722,0.15273
2724,0.02932
2726,0.06369
2729,0.01695
2730,0.03265
2731,0.27608
2732,0.02796
2733,0.05010
2734,0.03415
2736,0.05656
2738,0.01853
2739,0.11254
2740,0.04713
2741,0.01049
2743,0.01337
2746,0.03544
2747,0.01516
2750,0.12957
2751,0.04023
2752,0.01517
2753,0.04319
2755,0.04357
2756,0.03987
2757,0.07721
2761,0.12185
2763,0.21003
2764,0.07479
2765,0.00239
2767,0.08834
2769,0.07682
2772,0.03034
2774,0.00836
2776,0.03927
2777,0.04247
2778,0.05779
2782,0.10004
2783,0.02370
2786,0.04982
2790,0.01528
2791,0.08359
2792,0.07818
2793,0.06682
2794,0.01408
2795,0.04059
2796,0.00212
2797,0.12005
2800,0.04918
2801,0.05861
2802,0.06688
2804,0.01278
2805,0.01150
2807,0.05651
2808,0.10223
2811,0.02125
2812,0.10431
2813,0.09808
2814,0.02888
2815,0.09687
2817,0.04858
2819,0.01591
2821,0.11057
2825,0.06688
2828,0.01410
2829,0.16167
2831,0.06013
2832,0.14517
2834,0.11071
2835,0.16948
2836,0.01669
2837,0.04766
2838,0.02425
2840,0.02773
2841,0.09649
2842,0.06161
2843,0.13371
2845,0.03258
2847,0.00726
2848,0.01753
2850,0.01282
2851,0.18724
2854,0.05498
2856,0.02993
2857,0.21759
2858,0.19180
2859,0.01684
2862,0.02262
2864,0.09457
2865,0.12642
2866,0.07185
2867,0.08344
2868,0.14337
2869,0.03507
2871,0.03148
2872,0.03605
2873,0.21204
2874,0.06309
2875,0.02642
2878,0.05896
2882,0.01439
2883,0.11968
2886,0.08159
2887,0.19070
2888,0.16001
2889,0.06057
2892,0.01496
2893,0.07231
2895,0.01602
2897,0.02937
2898,0.05246
2899,0.02426
2903,0.03753
2906,0.00259
2907,0.06119
2909,0.01183
2913,0.04103
2915,0.02807
2916,0.04861
2917,0.05162
2918,0.01993
2921,0.04833
2924,0.08546
2925,0.14331
2928,0.00553
2929,0.04059
2931,0.12911
2932,0.09988
2934,0.02273
2936,0.01640
2937,0.00445
2939,0.02654
2940,0.01662
2941,0.02794
2942,0.01321
2943,0.06560
2946,0.01029
2947,0.02356
2949,0.04136
2952,0.03709
2953,0.07556
2954,0.02399
2956,0.10191
2960,0.02145
2962,0.01770
2964,0.01837
2965,0.08871
2966,0.04895
2967,0.04046
2968,0.14531
2971,0.07421
2972,0.00201
2973,0.08150
2975,0.05440
2976,0.01624
2977,0.01541
